employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,terminated,year_at_comp,year_current_role,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,hourly_rate,monthly_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
858,F,1990,33,Married,5,Research Scientist,Research & Development,No,2,,Full Time,Yes,travel_rarely,,1,1,2,"3,0",0,2,Life Sciences,4,29110.0,2425.83,300.3412698412698,,"6307,17$",13,3,2,4,3,"2,0",1,"2,0"
859,M,1978,45,,-23,Manufacturing Director,Research & Development,No,3,,,Yes,,,2,1,1,"3,0",0,2,Life Sciences,4,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",17,1,4,3,4,"3,0",4,"9,0"
860,F,1981,42,Single,17,Research Scientist,Research & Development,No,3,,Part Time,Yes,,Yes,2,0,1,"3,0",0,2,,2,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",13,4,4,1,3,"3,0",3,
861,M,1994,29,Divorced,-19,Sales Executive,Sales,No,3,,Full Time,No,,No,2,1,2,"3,0",0,2,Marketing,2,69310.0,5626.113333333334,715.1031746031746,89.38789682539682,"15017,17$",14,4,3,4,4,"3,0",2,
862,F,1998,25,Married,1,Manufacturing Director,Research & Development,No,4,,,No,travel_rarely,No,2,2,3,"3,0",1,2,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",12,1,3,3,4,"3,0",0,"5,0"
863,M,1991,32,,2,Laboratory Technician,Research & Development,No,6,,Part Time,No,,No,2,0,5,"3,0",0,4,,1,21760.0,1813.33,224.5079365079365,,"4714,67$",13,4,2,1,4,"3,0",4,"9,0"
864,M,1995,28,Married,9,Research Scientist,Research & Development,No,5,,,Yes,travel_rarely,No,1,1,3,"4,0",0,4,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",23,4,3,4,4,,1,
865,M,2002,21,Single,3,Research Scientist,Research & Development,No,3,,Full Time,No,travel_rarely,No,1,0,4,"3,0",1,0,,2,32300.0,2667.22,333.25396825396825,,"6998,33$",17,4,2,3,1,"4,0",1,
866,F,1986,37,Divorced,1,Research Director,Research & Development,No,5,,Part Time,No,non-travel,Yes,3,2,2,"3,0",0,2,Medical,4,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",18,1,3,4,1,"3,0",2,
867,M,1985,38,,23,Healthcare Representative,Research & Development,No,2,,Part Time,No,travel_rarely,,2,1,2,"3,0",1,2,Life Sciences,4,53914.11,4492.84,556.2566609977324,,"11681,39$",14,4,3,4,2,"3,0",9,
868,M,1997,26,Divorced,16,Laboratory Technician,Research & Development,Yes,3,,Part Time,No,travel_rarely,Yes,1,1,2,"3,0",0,2,Medical,4,28111.13,2342.59,290.03550973654063,,"6090,75$",13,1,3,2,4,"3,0",2,
869,F,1974,49,Single,10,Research Director,Research & Development,No,3,,Full Time,Yes,,Yes,5,0,4,"3,0",1,2,Life Sciences,4,186650.0,15554.17,1925.753968253968,240.719246031746,"40440,83$",11,3,3,1,4,"3,0",9,
870,F,1992,31,Divorced,5,Sales Representative,Sales,No,2,,Part Time,Yes,travel_frequently,,1,1,5,"3,0",2,2,,3,27890.0,2337.56,287.75396825396825,,"6042,83$",11,4,3,2,3,"2,0",1,"2,0"
871,M,1986,37,Married,9,Research Scientist,Research & Development,No,4,,Part Time,No,travel_frequently,,1,3,3,"3,0",1,2,Medical,3,28111.13,2342.59,290.03550973654063,,"6090,75$",12,2,3,4,3,"2,0",1,
872,M,1992,31,Married,-11,Research Scientist,Research & Development,No,5,,Part Time,Yes,travel_rarely,,1,1,4,"3,0",0,3,,4,28111.13,2342.59,290.03550973654063,,"6090,75$",12,11,3,4,3,"3,0",0,
873,M,1992,31,,2,Human Resources,['Human Resources'],No,2,,Full Time,No,travel_rarely,No,2,0,1,"3,0",1,0,Human Resources,3,64100.0,5341.67,661.3492063492064,82.6686507936508,"13888,33$",12,1,2,1,4,"3,0",3,
874,M,1992,31,,2,Research Scientist,Research & Development,No,2,,Part Time,Yes,,,1,1,2,"3,0",2,2,,4,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",18,3,3,4,2,"1,0",0,"3,0"
875,M,1971,52,,-17,Research Scientist,Research & Development,Yes,8,,Part Time,No,,No,2,0,3,,7,7,Medical,4,49410.0,4117.5,509.78571428571433,,"10705,50$",15,17,2,2,1,"2,0",2,"11,0"
876,M,1995,28,Married,2,Research Scientist,Research & Development,Yes,3,,,Yes,,Yes,1,0,4,"3,0",2,2,Medical,4,28111.13,2342.59,290.03550973654063,,"6090,75$",13,1,1,4,4,"2,0",5,
877,M,1976,47,Married,5,Research Director,Research & Development,No,3,,Full Time,No,travel_rarely,,5,1,2,"3,0",1,1,,5,191324.62,15943.72,1973.9841269841268,246.74801587301585,"41453,67$",11,4,3,3,2,"3,0",4,"21,0"
878,M,1994,29,,9,Laboratory Technician,Research & Development,No,3,,Full Time,Yes,,No,1,0,2,"3,0",2,2,Other,5,39830.0,3319.17,410.9444444444444,,"8629,83$",17,2,2,4,3,,0,"4,0"
879,M,1986,37,,5,Manufacturing Director,Research & Development,No,6,,,Yes,,No,2,2,2,"3,0",0,4,Medical,2,63470.0,5289.17,654.8492063492064,,"13751,83$",16,4,3,4,3,"2,0",7,"8,0"
880,M,2000,23,,26,Research Scientist,Research & Development,No,4,,Full Time,No,,,1,2,2,"3,0",0,2,,1,29040.0,2420.0,299.61904761904765,,"6292,00$",12,3,3,4,3,"2,0",1,
881,M,1981,42,Divorced,2,Human Resources,Human Resources,No,3,,,No,travel_rarely,Yes,1,1,5,"3,0",1,0,,1,26946.666666666668,2246.67,278.1587301587302,,"5841,33$",11,3,3,3,3,"3,0",0,"4,0"
882,F,1993,30,,25,Sales Executive,Sales,No,2,,,No,,,2,1,2,"3,0",2,2,,2,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",12,4,3,3,2,"4,0",7,"4,0"
883,F,2002,21,Single,-31,Sales Representative,Sales,Yes,3,,Part Time,Yes,,,1,0,3,"3,0",1,2,,1,21740.0,1815.5566666666666,224.3015873015873,28.03769841269841,"4710,33$",11,1,2,2,3,"3,0",1,"3,0"
884,M,1966,57,,1,Healthcare Representative,Research & Development,No,3,,,Yes,travel_rarely,No,2,0,2,"3,0",1,2,Medical,4,67450.0,5629.17,696.9444444444445,,"14635,83$",11,4,3,3,3,"3,0",2,
885,M,2002,21,Single,9,Sales Representative,Sales,No,3,"2,0",,Yes,,,1,0,3,"4,0",2,2,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",24,1,3,4,3,"2,0",1,"3,0"
886,M,1992,31,,9,Research Scientist,Research & Development,No,2,,Part Time,Yes,travel_rarely,,1,0,5,"3,0",2,2,Life Sciences,4,26570.0,2214.17,274.13492063492066,34.26686507936508,"5756,83$",16,3,2,2,4,"3,0",0,"3,0"
887,M,1994,29,,-17,Research Scientist,Research & Development,No,3,,Part Time,No,,No,1,0,4,,1,2,,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",16,17,3,4,4,"3,0",9,"6,0"
888,M,1996,27,,1,Laboratory Technician,Research & Development,No,5,,Part Time,Yes,travel_rarely,No,1,1,2,"3,0",0,4,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",11,4,3,2,2,"3,0",1,"5,0"
889,M,1974,49,Single,7,Healthcare Representative,Research & Development,No,5,,Full Time,Yes,travel_rarely,No,3,0,2,"4,0",0,0,Other,3,109650.0,9137.5,1131.309523809524,141.41369047619048,"23757,50$",24,2,2,3,3,"3,0",8,
890,F,1987,36,Married,2,Research Scientist,Research & Development,No,2,,Part Time,Yes,travel_rarely,No,1,1,3,"3,0",2,2,,3,25430.0,2120.556666666667,262.3730158730159,32.79662698412699,"5509,83$",13,4,3,3,2,"3,0",4,
891,M,1989,34,,19,Sales Executive,Sales,Yes,5,,Part Time,Yes,non-travel,Yes,2,0,3,"3,0",0,4,Marketing,3,53040.0,4420.0,547.2380952380953,68.40476190476191,"11492,00$",13,1,4,4,2,"2,0",8,
892,F,1999,24,Divorced,10,Sales Executive,Sales,No,5,,Part Time,Yes,,Yes,2,1,2,"3,0",0,3,Marketing,4,53914.11,4492.84,556.2566609977324,,"11681,39$",12,4,3,3,4,"4,0",1,
893,F,1981,42,,1,Laboratory Technician,Research & Development,No,5,,Part Time,Yes,,No,1,1,5,"3,0",1,2,,4,28111.13,2342.59,290.03550973654063,,"6090,75$",16,2,3,1,2,"3,0",3,"8,0"
894,M,1969,54,Married,5,Research Director,Research & Development,No,4,,Full Time,No,,,5,1,4,"3,0",1,2,Medical,2,194060.0,16171.67,2002.2063492063487,,"42046,33$",11,1,3,1,3,"2,0",4,"24,0"
895,F,1989,34,Married,4,Sales Executive,Sales,No,3,,Full Time,Yes,,No,2,1,3,"3,0",1,2,,4,65380.0,5448.33,674.5555555555557,84.31944444444446,"14165,67$",15,3,3,3,1,"3,0",9,
896,M,1980,43,,21,Laboratory Technician,Research & Development,No,3,,,Yes,,,1,1,1,"4,0",1,2,,3,22583.333333333332,1881.67,232.968253968254,,"4892,33$",20,4,3,4,1,"3,0",7,
897,F,1980,43,,8,Healthcare Representative,Research & Development,No,5,,Part Time,Yes,travel_rarely,Yes,2,0,3,"3,0",0,2,Other,4,53914.11,4492.84,556.2566609977324,,"11681,39$",14,3,3,3,4,"3,0",4,
898,M,1992,31,Married,1,Laboratory Technician,Research & Development,No,4,,Part Time,No,travel_rarely,No,1,1,3,"3,0",3,2,,2,22180.0,1866.6666666666667,228.84126984126985,,"4805,67$",12,4,2,1,3,,1,"4,0"
899,M,1998,25,Married,3,Laboratory Technician,Research & Development,Yes,2,,Part Time,Yes,travel_rarely,No,1,1,5,"3,0",0,2,Medical,3,28111.13,2342.59,290.03550973654063,,"6090,75$",13,1,3,1,3,,5,"6,0"
900,M,1978,45,Married,10,Research Scientist,Research & Development,No,2,,Part Time,Yes,,No,1,2,3,,0,2,Life Sciences,2,26540.0,2211.67,273.8253968253968,,"5750,33$",21,1,3,4,4,"2,0",3,"8,0"
901,F,1971,52,Married,4,Manager,,No,5,,Full Time,No,travel_rarely,No,4,0,2,"3,0",1,4,Life Sciences,2,153407.07,12783.92,1582.7713464696226,,"33238,20$",13,4,3,4,4,"1,0",2,"31,0"
902,F,1989,34,,6,Sales Representative,Sales,Yes,2,,Part Time,Yes,travel_frequently,No,1,1,3,"3,0",1,0,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",16,4,1,3,4,"2,0",0,"3,0"
903,F,1997,26,Divorced,23,Research Scientist,Research & Development,No,3,,Part Time,Yes,travel_rarely,No,1,2,3,"4,0",0,2,Life Sciences,3,28111.13,2342.59,290.03550973654063,,"6090,75$",22,1,3,4,2,"1,0",1,
904,M,1994,29,,3,Research Director,Research & Development,No,10,,Full Time,Yes,,No,3,0,2,"3,0",0,7,,4,119350.0,9945.83,1231.388888888889,153.92361111111111,"25859,17$",18,2,2,3,3,"3,0",1,
905,F,1994,29,Married,25,Research Scientist,Research & Development,Yes,2,,Part Time,No,,No,1,0,2,"3,0",1,1,Technical Degree,5,25460.0,2120.556666666667,262.6825396825397,,"5516,33$",16,3,2,2,2,"4,0",5,"6,0"
906,M,1977,46,Married,2,Research Director,Research & Development,No,3,,Full Time,No,,No,4,0,2,"3,0",0,1,Life Sciences,3,178610.0,14937.503333333334,1842.801587301588,,"38698,83$",13,1,3,3,3,"1,0",6,
907,F,1977,46,,10,Sales Executive,Sales,No,3,,,No,,,3,1,3,"3,0",1,2,Marketing,3,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",19,3,2,4,3,"3,0",2,"15,0"
908,M,1993,30,Single,7,Sales Representative,Sales,No,3,,Part Time,Yes,travel_rarely,,1,0,3,"3,0",1,2,Marketing,1,28111.13,2342.59,290.03550973654063,,"6090,75$",14,4,3,2,1,"3,0",0,
909,F,1989,34,Divorced,23,Human Resources,Human Resources,Yes,3,,Part Time,No,travel_frequently,Yes,3,3,2,"3,0",0,2,,3,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",15,2,3,1,3,"3,0",9,
910,M,1981,42,Married,5,Laboratory Technician,Research & Development,No,2,,Part Time,Yes,,No,1,1,4,"3,0",2,0,Other,2,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",17,2,3,3,4,,4,
911,M,2001,22,Single,-25,Laboratory Technician,Research & Development,Yes,2,,Full Time,Yes,,No,1,0,3,"3,0",1,2,Technical Degree,1,38940.0,3245.0,401.7619047619048,50.220238095238095,"8437,00$",16,3,2,3,3,"3,0",5,"4,0"
912,M,1994,29,Divorced,19,Manufacturing Director,Research & Development,No,3,"2,0",Part Time,Yes,travel_rarely,No,2,2,2,"3,0",1,2,Technical Degree,3,42620.0,3532.5,439.73015873015873,,"9234,33$",12,4,3,4,2,"4,0",4,"8,0"
913,F,1977,46,Married,18,Healthcare Representative,Research & Development,No,2,,,Yes,travel_frequently,No,3,0,3,"3,0",1,2,Medical,1,105270.0,8708.333333333334,1086.1190476190477,,"22808,50$",11,1,3,3,4,"2,0",5,
914,M,1991,32,,11,Sales Executive,Sales,Yes,4,,Part Time,Yes,,,2,0,2,"3,0",1,2,Other,4,53914.11,4492.84,556.2566609977324,,"11681,39$",12,4,4,3,4,"3,0",8,
915,M,1999,24,,24,Sales Representative,Sales,No,2,,,No,,No,1,2,3,"3,0",2,1,Medical,3,23990.0,2000.0,247.6190476190476,,"5200,00$",13,4,3,4,3,"3,0",0,"3,0"
916,M,1988,35,Single,25,Laboratory Technician,Research & Development,No,3,,Part Time,No,travel_rarely,No,2,0,3,"3,0",0,2,,2,36810.0,3042.5,379.78571428571433,,"7975,50$",14,1,2,4,4,"3,0",4,
917,F,1981,42,Married,2,Healthcare Representative,Research & Development,No,10,,Part Time,Yes,,No,2,2,4,"3,0",2,2,Life Sciences,4,53914.11,4492.84,556.2566609977324,,"11681,39$",13,3,3,4,2,"3,0",1,"10,0"
918,F,1975,48,Married,1,Manager,,No,3,,Full Time,Yes,travel_rarely,No,4,1,3,"3,0",0,2,,4,153407.07,12783.92,1582.7713464696226,197.8464183087028,"33238,20$",11,4,2,1,1,"1,0",7,"21,0"
919,F,1979,44,,1,Human Resources,['Human Resources'],No,2,"2,0",Part Time,Yes,travel_rarely,No,2,0,1,,0,2,,4,53914.11,4492.84,556.2566609977324,,"11681,39$",11,1,2,3,2,"4,0",4,"10,0"
920,F,1989,34,,14,Sales Representative,Sales,No,8,,Part Time,Yes,,Yes,1,2,3,"3,0",0,6,,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",18,3,3,3,4,"3,0",1,"8,0"
921,M,2002,21,,22,Sales Representative,Sales,No,3,,Full Time,Yes,,,1,0,2,,1,2,Technical Degree,1,34470.0,2872.5,355.6428571428571,,"7468,50$",11,3,3,3,3,"3,0",1,
922,M,1979,44,,3,Manager,,No,2,,,Yes,travel_rarely,,5,1,2,"3,0",0,1,,4,195493.33333333334,16260.83,2013.246031746032,,"42278,17$",12,4,3,4,1,"4,0",4,"26,0"
923,M,2001,22,Married,6,Research Scientist,Research & Development,No,2,,Part Time,Yes,travel_rarely,,1,0,3,"4,0",2,2,Medical,1,28111.13,2342.59,290.03550973654063,,"6090,75$",20,1,3,3,4,"3,0",0,
924,F,1997,26,,6,Laboratory Technician,Research & Development,No,3,,,No,travel_rarely,Yes,1,1,2,,0,2,,3,26570.0,2215.83,274.3412698412698,,"5761,17$",13,3,3,4,3,"3,0",1,
925,M,1987,36,,9,Manufacturing Director,Research & Development,No,3,,Full Time,Yes,,Yes,2,1,2,"3,0",0,2,Medical,2,88470.0,7372.5,912.7857142857142,,"19168,50$",11,2,2,2,3,"3,0",2,"13,0"
926,M,1996,27,Single,3,Research Scientist,Research & Development,No,4,,Part Time,Yes,,,1,0,0,"3,0",1,1,Medical,4,20450.0,1702.5,210.9920634920635,26.374007936507937,"4430,83$",13,1,2,4,4,"3,0",0,"5,0"
927,M,2000,23,,4,Research Scientist,Research & Development,No,3,,Part Time,No,travel_rarely,,1,1,3,"3,0",0,2,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",16,1,4,1,1,"4,0",2,"5,0"
928,M,1998,25,,8,Sales Executive,Sales,No,3,,Part Time,No,,No,2,1,4,"4,0",1,2,Life Sciences,3,48510.0,4042.5,500.5,,"10510,50$",22,4,4,2,3,"3,0",0,"4,0"
929,M,1975,48,Married,-14,Sales Executive,Sales,No,2,,Full Time,Yes,,,2,0,3,"3,0",2,2,,1,81200.0,6377.22,837.7777777777778,104.72222222222224,"17593,33$",12,14,4,2,4,"3,0",3,
930,F,1999,24,Single,3,Sales Executive,Sales,Yes,2,,Part Time,Yes,travel_rarely,No,2,0,3,"3,0",2,0,Life Sciences,2,45770.0,3814.17,472.23015873015873,59.02876984126984,"9916,83$",14,1,3,3,1,"3,0",9,
931,M,1963,60,Single,16,Sales Executive,Sales,No,2,,Full Time,No,travel_rarely,No,2,0,1,"3,0",2,2,,4,54050.0,4497.893333333333,557.6587301587302,,"11710,83$",14,1,3,1,4,"3,0",8,"10,0"
932,M,1973,50,Married,8,Sales Representative,Sales,No,2,,Part Time,Yes,,No,1,1,2,"3,0",2,2,Marketing,4,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",15,4,3,2,4,"3,0",7,"4,0"
933,M,1979,44,Single,24,Laboratory Technician,Research & Development,No,5,,Full Time,No,non-travel,,1,0,5,"3,0",1,4,,3,37080.0,3042.5,382.57142857142856,47.82142857142857,"8034,00$",14,1,1,3,3,"3,0",2,"9,0"
934,F,1976,47,Divorced,3,Sales Executive,Sales,No,22,,Full Time,Yes,travel_frequently,Yes,4,2,2,"3,0",11,13,,3,137700.0,11475.0,1420.7142857142858,,"29835,00$",12,4,3,3,4,"2,0",9,"28,0"
935,M,1981,42,Divorced,19,Research Scientist,Research & Development,Yes,2,,Part Time,Yes,,,1,0,2,"3,0",2,2,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",12,3,4,3,4,"3,0",6,
936,M,1980,43,Married,15,Sales Executive,Sales,No,2,,Part Time,Yes,travel_frequently,,2,1,5,,2,2,Life Sciences,3,53914.11,4492.84,556.2566609977324,,"11681,39$",18,4,2,4,3,"3,0",3,"7,0"
937,F,1983,40,Single,2,Research Scientist,Research & Development,No,4,,Part Time,No,,,1,0,2,"4,0",2,3,,1,28111.13,2342.59,290.03550973654063,,"6090,75$",20,4,2,4,4,"2,0",0,"5,0"
938,M,1994,29,,10,Sales Representative,Sales,No,2,,,No,,No,1,2,2,"3,0",2,2,,3,23010.0,1914.17,236.9920634920635,,"4976,83$",14,4,3,2,4,"3,0",1,
939,M,1970,53,Single,6,Laboratory Technician,Research & Development,No,2,,Part Time,No,,,2,0,4,"3,0",2,2,,3,24500.0,2041.67,252.7777777777778,,"5308,33$",17,4,3,4,4,"3,0",2,"19,0"
940,M,2000,23,Single,-12,Research Scientist,Research & Development,No,2,,Part Time,No,travel_rarely,,1,0,3,"3,0",0,2,Medical,1,28111.13,2342.59,290.03550973654063,,"6090,75$",18,1,4,3,4,"3,0",1,
941,M,1968,55,,2,Manager,,Yes,5,,,No,,Yes,5,1,2,"3,0",1,4,Medical,3,191324.62,15943.72,1973.9841269841268,,"41453,67$",13,4,3,1,4,"3,0",5,"24,0"
942,F,1997,26,,1,Laboratory Technician,Research & Development,No,2,,Part Time,Yes,travel_frequently,No,1,1,2,"3,0",2,0,Life Sciences,2,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",14,1,1,4,1,"3,0",3,
943,F,1989,34,Single,1,Research Scientist,Research & Development,No,4,,,No,travel_rarely,No,1,0,2,"3,0",1,3,,4,28111.13,2342.59,290.03550973654063,,"6090,75$",16,2,4,4,3,"3,0",2,
944,M,1996,27,Married,8,Sales Executive,Sales,No,4,,Part Time,Yes,,,2,1,3,"3,0",1,1,Marketing,1,43420.0,3618.33,447.984126984127,,"9407,67$",19,3,3,4,2,"3,0",0,"5,0"
945,F,1988,35,,8,Sales Representative,Sales,No,3,,,Yes,travel_rarely,No,1,1,1,"3,0",0,2,,4,25673.333333333332,2143.33,265.3650793650794,,"5572,67$",16,1,3,4,2,"2,0",1,"3,0"
946,M,1993,30,Married,-18,Laboratory Technician,Research & Development,No,2,,Part Time,Yes,travel_rarely,No,1,2,2,,0,2,,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",21,4,1,3,3,"3,0",3,"7,0"
947,F,1989,34,,8,Sales Executive,Sales,No,3,,,Yes,,No,2,1,1,"3,0",1,2,,2,64876.666666666664,5416.67,670.6349206349207,,"14083,33$",17,3,3,1,2,"3,0",5,
948,F,1971,52,,-25,Laboratory Technician,Research & Development,No,5,,Part Time,Yes,travel_rarely,,2,1,3,"4,0",1,4,Life Sciences,4,31490.0,2624.17,324.8968253968254,40.61210317460318,"6822,83$",20,25,3,3,2,"3,0",8,"9,0"
949,F,1990,33,Single,16,Sales Executive,Sales,Yes,3,,Part Time,No,travel_rarely,,2,0,3,"3,0",0,2,Marketing,3,53240.0,4436.67,549.3015873015873,,"11535,33$",15,1,3,1,3,"3,0",5,
950,F,1988,35,Single,-20,Research Scientist,Research & Development,No,2,,Part Time,No,travel_rarely,No,1,0,0,"3,0",2,2,,4,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",13,20,4,3,3,"3,0",3,"7,0"
951,M,1995,28,Single,2,Research Scientist,Research & Development,Yes,2,,Full Time,Yes,,No,1,0,3,"3,0",2,1,,4,43820.0,3651.67,452.1111111111112,,"9494,33$",17,3,3,3,4,"2,0",6,"5,0"
952,M,1987,36,Married,13,Human Resources,['Human Resources'],No,5,,Part Time,Yes,travel_rarely,,1,1,2,"3,0",0,4,Human Resources,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",13,3,3,2,2,"3,0",4,
953,F,1989,34,Single,16,Research Scientist,Research & Development,No,5,,Part Time,Yes,travel_frequently,No,1,0,3,"3,0",1,3,,4,25530.0,2127.5,263.4047619047619,32.92559523809524,"5531,50$",16,3,2,4,3,"3,0",1,"6,0"
954,M,1989,34,,3,Human Resources,['Human Resources'],No,3,,,No,,,1,1,1,"3,0",0,2,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",19,3,3,4,3,"1,0",0,"4,0"
955,M,1979,44,Single,4,Healthcare Representative,Research & Development,No,5,,Full Time,Yes,travel_rarely,,2,0,2,"3,0",2,3,,3,59330.0,4944.17,612.1349206349206,76.51686507936508,"12854,83$",12,4,3,2,4,"2,0",9,"10,0"
956,M,1991,32,Divorced,13,Sales Executive,Sales,No,5,,Part Time,Yes,,,2,1,3,"3,0",0,3,Life Sciences,4,44030.0,3637.5,454.2777777777778,,"9539,83$",11,2,3,4,3,"2,0",2,"8,0"
957,F,1970,53,Married,7,Sales Executive,Sales,No,5,,Full Time,No,,Yes,3,1,3,"3,0",0,4,,2,109340.0,9111.67,1128.1111111111113,141.0138888888889,"23690,33$",18,1,2,4,4,"3,0",7,"35,0"
958,M,2001,22,,1,Manufacturing Director,Research & Development,No,2,,Part Time,No,,,2,2,2,"4,0",2,2,Life Sciences,2,53914.11,4492.84,556.2566609977324,,"11681,39$",22,4,2,4,1,"1,0",6,"4,0"
959,M,1979,44,,8,Laboratory Technician,Research & Development,No,3,,Part Time,No,travel_rarely,Yes,1,1,2,"4,0",0,2,Life Sciences,4,28111.13,2342.59,290.03550973654063,,"6090,75$",24,1,4,4,3,"2,0",2,"10,0"
960,F,1988,35,Divorced,25,Research Scientist,Research & Development,Yes,10,,Part Time,Yes,travel_frequently,,1,1,3,"3,0",7,8,Life Sciences,4,20220.0,1685.0,208.6190476190476,,"4381,00$",19,4,3,2,1,"2,0",1,"10,0"
961,M,1998,25,,4,Sales Executive,Sales,No,5,,Part Time,No,,No,2,0,1,"3,0",0,3,,1,42560.0,3546.67,439.1111111111112,,"9221,33$",12,3,2,1,1,"4,0",1,"5,0"
962,F,1974,49,,1,Research Scientist,Research & Development,No,4,,,No,travel_rarely,No,1,1,2,"3,0",0,2,Technical Degree,3,35913.333333333336,2983.33,369.3650793650794,,"7756,67$",16,3,3,1,2,"3,0",2,"7,0"
963,M,1999,24,,-19,Laboratory Technician,Research & Development,No,5,,Part Time,No,non-travel,,1,0,2,"3,0",3,4,Life Sciences,1,28111.13,2342.59,290.03550973654063,,"6090,75$",17,1,2,4,4,"2,0",0,
964,M,1985,38,,9,Sales Representative,Sales,No,2,,Full Time,Yes,travel_rarely,,1,1,3,"3,0",1,2,Marketing,3,28990.0,2415.83,299.10317460317464,,"6281,17$",19,2,2,2,4,"3,0",0,"3,0"
965,F,1994,29,,1,Sales Representative,Sales,Yes,3,,Part Time,No,travel_rarely,Yes,1,3,3,"3,0",0,2,Medical,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",19,2,2,3,3,"3,0",6,"5,0"
966,F,1980,43,Married,1,Healthcare Representative,Research & Development,No,5,,,Yes,travel_frequently,,2,1,2,"3,0",2,2,Life Sciences,3,55416.666666666664,4635.0,573.8571428571429,,"12051,00$",13,4,3,4,2,"2,0",4,"12,0"
967,M,1995,28,Single,5,Sales Executive,Sales,No,4,,Part Time,No,travel_rarely,,2,0,3,"3,0",0,2,Medical,4,53914.11,4492.84,556.2566609977324,,"11681,39$",14,1,3,4,2,"3,0",1,"4,0"
968,F,2003,20,Single,2,Sales Representative,Sales,Yes,2,,Part Time,Yes,travel_rarely,,1,0,3,"3,0",0,2,,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",13,3,2,3,4,"2,0",1,"2,0"
969,F,1976,47,Single,2,Sales Representative,Sales,No,3,,,Yes,,Yes,1,0,3,"3,0",1,2,Life Sciences,4,28111.13,2342.59,290.03550973654063,,"6090,75$",18,4,2,4,1,"2,0",1,"3,0"
970,F,2001,22,Married,3,Manufacturing Director,Research & Development,Yes,3,,Part Time,Yes,travel_rarely,Yes,2,1,3,"3,0",0,2,Life Sciences,1,53914.11,4492.84,556.2566609977324,,"11681,39$",19,2,3,3,1,"4,0",0,"4,0"
971,F,1995,28,Divorced,9,Research Scientist,Research & Development,No,2,,Part Time,Yes,,No,1,1,2,"3,0",2,2,Medical,3,23770.0,1980.83,245.2460317460317,,"5150,17$",18,3,3,3,2,"3,0",5,"6,0"
972,M,1984,39,Married,6,Laboratory Technician,Research & Development,Yes,2,,Part Time,Yes,,,1,0,2,"4,0",2,2,Medical,3,24040.0,1995.5533333333333,248.031746031746,,"5208,67$",21,4,3,1,4,"1,0",7,
973,M,1990,33,Single,1,Research Scientist,Research & Development,No,3,,Part Time,No,travel_rarely,,1,0,1,"3,0",0,2,,4,27990.0,2332.5,288.7857142857143,36.098214285714285,"6064,50$",11,3,2,1,2,"3,0",3,
974,M,1987,36,Single,7,Research Scientist,Research & Development,No,6,,Part Time,Yes,travel_rarely,,1,0,6,"3,0",0,1,Other,4,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",18,2,3,4,3,"3,0",2,"8,0"
975,F,1988,35,,-48,Sales Executive,Sales,No,5,,,Yes,travel_rarely,,2,0,3,"3,0",1,0,,3,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",16,3,3,3,2,"3,0",1,"5,0"
976,M,1992,31,Single,9,Research Scientist,Research & Development,Yes,3,,Part Time,No,,Yes,1,0,0,"4,0",1,2,Medical,2,28111.13,2342.59,290.03550973654063,,"6090,75$",22,3,2,1,1,"3,0",0,"4,0"
